ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
173,184,156,90,101,10.21197608,56.16101782,9/7/2014 3:20
174,181,153,91,96,10.21197608,56.16101782,9/7/2014 3:25
178,177,150,91,91,10.21197608,56.16101782,9/7/2014 3:30
178,175,147,94,95,10.21197608,56.16101782,9/7/2014 3:35
176,177,145,90,100,10.21197608,56.16101782,9/7/2014 3:40
180,174,144,90,104,10.21197608,56.16101782,9/7/2014 3:45
181,169,140,89,105,10.21197608,56.16101782,9/7/2014 3:50
179,170,136,89,104,10.21197608,56.16101782,9/7/2014 3:55
183,173,137,87,106,10.21197608,56.16101782,9/7/2014 4:00
181,170,141,82,110,10.21197608,56.16101782,9/7/2014 4:05
179,170,142,85,111,10.21197608,56.16101782,9/7/2014 4:10
175,166,139,88,106,10.21197608,56.16101782,9/7/2014 4:15
176,165,144,90,106,10.21197608,56.16101782,9/7/2014 4:20
173,162,148,85,101,10.21197608,56.16101782,9/7/2014 4:25
171,163,145,86,96,10.21197608,56.16101782,9/7/2014 4:30
176,160,146,82,100,10.21197608,56.16101782,9/7/2014 4:35
181,161,145,84,96,10.21197608,56.16101782,9/7/2014 4:40
176,161,140,80,100,10.21197608,56.16101782,9/7/2014 4:45
178,157,138,76,97,10.21197608,56.16101782,9/7/2014 4:50
177,161,136,74,97,10.21197608,56.16101782,9/7/2014 4:55
174,158,134,74,94,10.21197608,56.16101782,9/7/2014 5:00
177,162,134,76,92,10.21197608,56.16101782,9/7/2014 5:05
172,161,135,74,89,10.21197608,56.16101782,9/7/2014 5:10
176,165,131,76,86,10.21197608,56.16101782,9/7/2014 5:15
173,168,129,75,91,10.21197608,56.16101782,9/7/2014 5:20
169,169,129,79,87,10.21197608,56.16101782,9/7/2014 5:25
174,173,127,76,83,10.21197608,56.16101782,9/7/2014 5:30
178,174,128,72,81,10.21197608,56.16101782,9/7/2014 5:35
178,172,124,73,80,10.21197608,56.16101782,9/7/2014 5:40
173,168,127,69,83,10.21197608,56.16101782,9/7/2014 5:45
169,168,123,70,78,10.21197608,56.16101782,9/7/2014 5:50
172,165,126,71,75,10.21197608,56.16101782,9/7/2014 5:55
175,166,130,74,79,10.21197608,56.16101782,9/7/2014 6:00
170,162,130,75,79,10.21197608,56.16101782,9/7/2014 6:05
170,165,134,72,81,10.21197608,56.16101782,9/7/2014 6:10
174,162,135,70,76,10.21197608,56.16101782,9/7/2014 6:15
178,159,138,65,81,10.21197608,56.16101782,9/7/2014 6:20
175,157,140,63,78,10.21197608,56.16101782,9/7/2014 6:25
172,159,135,62,73,10.21197608,56.16101782,9/7/2014 6:30
167,161,138,67,68,10.21197608,56.16101782,9/7/2014 6:35
167,159,133,69,73,10.21197608,56.16101782,9/7/2014 6:40
163,161,133,73,76,10.21197608,56.16101782,9/7/2014 6:45
166,157,133,70,74,10.21197608,56.16101782,9/7/2014 6:50
169,161,130,70,75,10.21197608,56.16101782,9/7/2014 6:55
171,164,126,72,72,10.21197608,56.16101782,9/7/2014 7:00
172,167,126,73,71,10.21197608,56.16101782,9/7/2014 7:05
167,167,127,68,70,10.21197608,56.16101782,9/7/2014 7:10
168,166,131,67,65,10.21197608,56.16101782,9/7/2014 7:15
173,162,136,63,69,10.21197608,56.16101782,9/7/2014 7:20
173,164,134,60,70,10.21197608,56.16101782,9/7/2014 7:25
176,159,129,64,68,10.21197608,56.16101782,9/7/2014 7:30
172,163,134,63,72,10.21197608,56.16101782,9/7/2014 7:35
167,166,130,63,75,10.21197608,56.16101782,9/7/2014 7:40
169,168,129,64,70,10.21197608,56.16101782,9/7/2014 7:45
164,173,129,60,67,10.21197608,56.16101782,9/7/2014 7:50
160,176,134,62,67,10.21197608,56.16101782,9/7/2014 7:55
155,181,130,67,67,10.21197608,56.16101782,9/7/2014 8:00
160,183,131,65,63,10.21197608,56.16101782,9/7/2014 8:05
165,184,136,68,61,10.21197608,56.16101782,9/7/2014 8:10
160,183,141,68,62,10.21197608,56.16101782,9/7/2014 8:15
157,187,143,65,60,10.21197608,56.16101782,9/7/2014 8:20
162,191,143,63,62,10.21197608,56.16101782,9/7/2014 8:25
157,191,140,58,60,10.21197608,56.16101782,9/7/2014 8:30
155,192,140,61,61,10.21197608,56.16101782,9/7/2014 8:35
152,187,136,64,65,10.21197608,56.16101782,9/7/2014 8:40
155,185,140,67,68,10.21197608,56.16101782,9/7/2014 8:45
158,188,144,65,67,10.21197608,56.16101782,9/7/2014 8:50
155,190,146,68,68,10.21197608,56.16101782,9/7/2014 8:55
153,195,145,72,64,10.21197608,56.16101782,9/7/2014 9:00
156,195,141,67,67,10.21197608,56.16101782,9/7/2014 9:05
160,196,146,65,70,10.21197608,56.16101782,9/7/2014 9:10
156,201,149,70,66,10.21197608,56.16101782,9/7/2014 9:15
155,201,153,74,71,10.21197608,56.16101782,9/7/2014 9:20
159,204,154,78,74,10.21197608,56.16101782,9/7/2014 9:25
164,207,159,80,78,10.21197608,56.16101782,9/7/2014 9:30
159,204,156,83,78,10.21197608,56.16101782,9/7/2014 9:35
156,208,158,86,75,10.21197608,56.16101782,9/7/2014 9:40
157,205,155,88,77,10.21197608,56.16101782,9/7/2014 9:45
153,201,158,92,80,10.21197608,56.16101782,9/7/2014 9:50
152,199,156,94,79,10.21197608,56.16101782,9/7/2014 9:55
152,197,156,95,78,10.21197608,56.16101782,9/7/2014 10:00
157,195,151,90,74,10.21197608,56.16101782,9/7/2014 10:05
155,196,148,95,70,10.21197608,56.16101782,9/7/2014 10:10
154,197,145,91,69,10.21197608,56.16101782,9/7/2014 10:15
153,192,140,89,65,10.21197608,56.16101782,9/7/2014 10:20
150,189,141,89,60,10.21197608,56.16101782,9/7/2014 10:25
152,190,139,89,64,10.21197608,56.16101782,9/7/2014 10:30
148,192,141,91,67,10.21197608,56.16101782,9/7/2014 10:35
147,187,138,89,68,10.21197608,56.16101782,9/7/2014 10:40
144,184,139,89,64,10.21197608,56.16101782,9/7/2014 10:45
147,185,138,84,69,10.21197608,56.16101782,9/7/2014 10:50
144,186,141,83,72,10.21197608,56.16101782,9/7/2014 10:55
148,189,139,79,68,10.21197608,56.16101782,9/7/2014 11:00
152,192,142,80,69,10.21197608,56.16101782,9/7/2014 11:05
149,188,143,75,64,10.21197608,56.16101782,9/7/2014 11:10
148,187,143,73,66,10.21197608,56.16101782,9/7/2014 11:15
144,192,138,75,63,10.21197608,56.16101782,9/7/2014 11:20
139,193,136,70,59,10.21197608,56.16101782,9/7/2014 11:25
138,190,135,73,56,10.21197608,56.16101782,9/7/2014 11:30
135,186,135,73,58,10.21197608,56.16101782,9/7/2014 11:35
131,183,130,78,58,10.21197608,56.16101782,9/7/2014 11:40
129,181,133,74,61,10.21197608,56.16101782,9/7/2014 11:45
132,184,129,75,56,10.21197608,56.16101782,9/7/2014 11:50
132,182,124,75,57,10.21197608,56.16101782,9/7/2014 11:55
133,177,128,75,60,10.21197608,56.16101782,9/7/2014 12:00
133,181,131,79,65,10.21197608,56.16101782,9/7/2014 12:05
131,178,134,78,62,10.21197608,56.16101782,9/7/2014 12:10
134,176,129,76,61,10.21197608,56.16101782,9/7/2014 12:15
138,172,126,73,63,10.21197608,56.16101782,9/7/2014 12:20
139,173,127,72,68,10.21197608,56.16101782,9/7/2014 12:25
143,173,128,71,67,10.21197608,56.16101782,9/7/2014 12:30
138,170,123,74,69,10.21197608,56.16101782,9/7/2014 12:35
136,174,119,69,67,10.21197608,56.16101782,9/7/2014 12:40
139,169,120,74,68,10.21197608,56.16101782,9/7/2014 12:45
141,169,119,71,66,10.21197608,56.16101782,9/7/2014 12:50
141,173,117,72,70,10.21197608,56.16101782,9/7/2014 12:55
145,170,115,67,71,10.21197608,56.16101782,9/7/2014 13:00
147,166,112,72,76,10.21197608,56.16101782,9/7/2014 13:05
149,166,116,77,75,10.21197608,56.16101782,9/7/2014 13:10
154,170,111,72,80,10.21197608,56.16101782,9/7/2014 13:15
156,166,106,70,84,10.21197608,56.16101782,9/7/2014 13:20
151,163,104,72,88,10.21197608,56.16101782,9/7/2014 13:25
147,163,103,67,91,10.21197608,56.16101782,9/7/2014 13:30
150,164,105,68,94,10.21197608,56.16101782,9/7/2014 13:35
152,167,103,69,97,10.21197608,56.16101782,9/7/2014 13:40
148,162,102,65,95,10.21197608,56.16101782,9/7/2014 13:45
149,164,98,66,100,10.21197608,56.16101782,9/7/2014 13:50
150,163,96,62,100,10.21197608,56.16101782,9/7/2014 13:55
149,167,96,57,105,10.21197608,56.16101782,9/7/2014 14:00
144,168,93,56,106,10.21197608,56.16101782,9/7/2014 14:05
144,173,92,56,109,10.21197608,56.16101782,9/7/2014 14:10
141,168,97,52,111,10.21197608,56.16101782,9/7/2014 14:15
139,171,96,47,107,10.21197608,56.16101782,9/7/2014 14:20
135,172,97,49,110,10.21197608,56.16101782,9/7/2014 14:25
138,170,102,50,110,10.21197608,56.16101782,9/7/2014 14:30
140,175,98,45,112,10.21197608,56.16101782,9/7/2014 14:35
138,178,96,41,109,10.21197608,56.16101782,9/7/2014 14:40
142,173,95,41,111,10.21197608,56.16101782,9/7/2014 14:45
145,174,96,41,110,10.21197608,56.16101782,9/7/2014 14:50
150,174,96,37,107,10.21197608,56.16101782,9/7/2014 14:55
145,171,94,38,104,10.21197608,56.16101782,9/7/2014 15:00
142,176,94,37,108,10.21197608,56.16101782,9/7/2014 15:05
147,181,95,34,107,10.21197608,56.16101782,9/7/2014 15:10
143,180,92,34,111,10.21197608,56.16101782,9/7/2014 15:15
146,184,90,32,108,10.21197608,56.16101782,9/7/2014 15:20
141,180,88,34,107,10.21197608,56.16101782,9/7/2014 15:25
142,184,87,30,108,10.21197608,56.16101782,9/7/2014 15:30
138,181,84,32,109,10.21197608,56.16101782,9/7/2014 15:35
137,184,85,34,113,10.21197608,56.16101782,9/7/2014 15:40
135,185,88,35,111,10.21197608,56.16101782,9/7/2014 15:45
140,183,88,36,109,10.21197608,56.16101782,9/7/2014 15:50
137,180,88,32,105,10.21197608,56.16101782,9/7/2014 15:55
135,176,87,36,109,10.21197608,56.16101782,9/7/2014 16:00
140,179,83,40,109,10.21197608,56.16101782,9/7/2014 16:05
141,176,85,42,108,10.21197608,56.16101782,9/7/2014 16:10
143,176,87,39,105,10.21197608,56.16101782,9/7/2014 16:15
139,180,87,42,104,10.21197608,56.16101782,9/7/2014 16:20
135,184,86,42,108,10.21197608,56.16101782,9/7/2014 16:25
138,187,91,46,106,10.21197608,56.16101782,9/7/2014 16:30
139,182,94,46,108,10.21197608,56.16101782,9/7/2014 16:35
144,187,90,41,103,10.21197608,56.16101782,9/7/2014 16:40
142,189,87,42,98,10.21197608,56.16101782,9/7/2014 16:45
141,192,87,41,99,10.21197608,56.16101782,9/7/2014 16:50
139,192,85,45,100,10.21197608,56.16101782,9/7/2014 16:55
135,189,82,48,105,10.21197608,56.16101782,9/7/2014 17:00
137,190,84,51,110,10.21197608,56.16101782,9/7/2014 17:05
132,194,80,52,113,10.21197608,56.16101782,9/7/2014 17:10
135,199,81,48,113,10.21197608,56.16101782,9/7/2014 17:15
132,198,79,47,109,10.21197608,56.16101782,9/7/2014 17:20
137,202,79,44,104,10.21197608,56.16101782,9/7/2014 17:25
142,199,84,47,100,10.21197608,56.16101782,9/7/2014 17:30
138,203,80,42,96,10.21197608,56.16101782,9/7/2014 17:35
134,207,78,42,93,10.21197608,56.16101782,9/7/2014 17:40
133,206,80,47,97,10.21197608,56.16101782,9/7/2014 17:45
133,208,84,43,98,10.21197608,56.16101782,9/7/2014 17:50
137,213,83,44,98,10.21197608,56.16101782,9/7/2014 17:55
133,212,87,46,101,10.21197608,56.16101782,9/7/2014 18:00
134,209,92,44,103,10.21197608,56.16101782,9/7/2014 18:05
136,205,96,45,99,10.21197608,56.16101782,9/7/2014 18:10
138,206,96,45,97,10.21197608,56.16101782,9/7/2014 18:15
134,208,92,40,98,10.21197608,56.16101782,9/7/2014 18:20
131,204,96,42,98,10.21197608,56.16101782,9/7/2014 18:25
126,199,94,41,97,10.21197608,56.16101782,9/7/2014 18:30
128,197,90,44,95,10.21197608,56.16101782,9/7/2014 18:35
123,201,91,41,93,10.21197608,56.16101782,9/7/2014 18:40
121,206,93,41,98,10.21197608,56.16101782,9/7/2014 18:45
122,201,90,44,94,10.21197608,56.16101782,9/7/2014 18:50
126,200,94,43,92,10.21197608,56.16101782,9/7/2014 18:55
128,202,95,43,92,10.21197608,56.16101782,9/7/2014 19:00
128,206,94,38,93,10.21197608,56.16101782,9/7/2014 19:05
126,207,95,42,88,10.21197608,56.16101782,9/7/2014 19:10
131,202,93,43,92,10.21197608,56.16101782,9/7/2014 19:15
136,204,90,48,96,10.21197608,56.16101782,9/7/2014 19:20
139,205,85,44,99,10.21197608,56.16101782,9/7/2014 19:25
136,210,85,46,95,10.21197608,56.16101782,9/7/2014 19:30
139,205,90,45,94,10.21197608,56.16101782,9/7/2014 19:35
143,202,89,45,89,10.21197608,56.16101782,9/7/2014 19:40
141,206,91,44,90,10.21197608,56.16101782,9/7/2014 19:45
145,203,87,39,90,10.21197608,56.16101782,9/7/2014 19:50
145,208,85,38,86,10.21197608,56.16101782,9/7/2014 19:55
143,208,87,42,90,10.21197608,56.16101782,9/7/2014 20:00
141,210,84,47,86,10.21197608,56.16101782,9/7/2014 20:05
144,206,89,42,88,10.21197608,56.16101782,9/7/2014 20:10
140,206,94,45,88,10.21197608,56.16101782,9/7/2014 20:15
138,208,94,42,89,10.21197608,56.16101782,9/7/2014 20:20
138,210,97,47,90,10.21197608,56.16101782,9/7/2014 20:25
142,205,92,44,85,10.21197608,56.16101782,9/7/2014 20:30
139,210,92,41,80,10.21197608,56.16101782,9/7/2014 20:35
138,213,90,40,76,10.21197608,56.16101782,9/7/2014 20:40
140,209,88,44,74,10.21197608,56.16101782,9/7/2014 20:45
142,211,93,45,74,10.21197608,56.16101782,9/7/2014 20:50
147,205,90,42,74,10.21197608,56.16101782,9/7/2014 20:55
148,206,95,47,75,10.21197608,56.16101782,9/7/2014 21:00
148,206,94,49,75,10.21197608,56.16101782,9/7/2014 21:05
149,208,89,47,70,10.21197608,56.16101782,9/7/2014 21:10
153,212,87,47,73,10.21197608,56.16101782,9/7/2014 21:15
158,205,92,44,77,10.21197608,56.16101782,9/7/2014 21:20
160,207,92,43,73,10.21197608,56.16101782,9/7/2014 21:25
155,207,91,42,76,10.21197608,56.16101782,9/7/2014 21:30
151,206,96,47,80,10.21197608,56.16101782,9/7/2014 21:35
146,205,92,48,82,10.21197608,56.16101782,9/7/2014 21:40
141,205,89,46,83,10.21197608,56.16101782,9/7/2014 21:45
137,208,90,50,82,10.21197608,56.16101782,9/7/2014 21:50
139,211,85,51,79,10.21197608,56.16101782,9/7/2014 21:55
136,201,89,53,79,10.21197608,56.16101782,9/7/2014 22:00
137,205,85,56,84,10.21197608,56.16101782,9/7/2014 22:05
142,209,89,61,79,10.21197608,56.16101782,9/7/2014 22:10
142,207,90,60,84,10.21197608,56.16101782,9/7/2014 22:15
141,205,89,60,81,10.21197608,56.16101782,9/7/2014 22:20
137,208,94,63,77,10.21197608,56.16101782,9/7/2014 22:25
142,209,95,62,81,10.21197608,56.16101782,9/7/2014 22:30
140,209,94,62,76,10.21197608,56.16101782,9/7/2014 22:35
141,210,95,67,78,10.21197608,56.16101782,9/7/2014 22:40
139,207,94,72,74,10.21197608,56.16101782,9/7/2014 22:45
139,202,93,74,77,10.21197608,56.16101782,9/7/2014 22:50
137,207,94,69,72,10.21197608,56.16101782,9/7/2014 22:55
138,207,97,74,73,10.21197608,56.16101782,9/7/2014 23:00
136,204,100,69,69,10.21197608,56.16101782,9/7/2014 23:05
136,199,101,69,74,10.21197608,56.16101782,9/7/2014 23:10
136,204,102,67,77,10.21197608,56.16101782,9/7/2014 23:15
138,204,104,63,77,10.21197608,56.16101782,9/7/2014 23:20
139,200,104,64,73,10.21197608,56.16101782,9/7/2014 23:25
144,198,108,60,70,10.21197608,56.16101782,9/7/2014 23:30
142,200,113,59,70,10.21197608,56.16101782,9/7/2014 23:35
138,201,114,57,72,10.21197608,56.16101782,9/7/2014 23:40
134,198,113,57,72,10.21197608,56.16101782,9/7/2014 23:45
136,202,115,58,67,10.21197608,56.16101782,9/7/2014 23:50
136,198,111,54,63,10.21197608,56.16101782,9/7/2014 23:55
141,195,107,59,68,10.21197608,56.16101782,9/8/2014 0:00
140,194,112,61,71,10.21197608,56.16101782,9/8/2014 0:05
143,192,109,64,66,10.21197608,56.16101782,9/8/2014 0:10
145,190,112,59,67,10.21197608,56.16101782,9/8/2014 0:15
147,191,109,60,63,10.21197608,56.16101782,9/8/2014 0:20
146,186,105,61,66,10.21197608,56.16101782,9/8/2014 0:25
151,184,101,60,61,10.21197608,56.16101782,9/8/2014 0:30
150,187,101,56,63,10.21197608,56.16101782,9/8/2014 0:35
146,192,96,54,64,10.21197608,56.16101782,9/8/2014 0:40
145,187,97,55,62,10.21197608,56.16101782,9/8/2014 0:45
148,188,96,57,57,10.21197608,56.16101782,9/8/2014 0:50
151,186,99,55,61,10.21197608,56.16101782,9/8/2014 0:55
146,189,102,54,63,10.21197608,56.16101782,9/8/2014 1:00
149,193,107,56,65,10.21197608,56.16101782,9/8/2014 1:05
154,198,107,56,68,10.21197608,56.16101782,9/8/2014 1:10
150,195,107,52,64,10.21197608,56.16101782,9/8/2014 1:15
155,197,110,56,63,10.21197608,56.16101782,9/8/2014 1:20
159,193,105,58,58,10.21197608,56.16101782,9/8/2014 1:25
158,190,102,59,58,10.21197608,56.16101782,9/8/2014 1:30
159,189,99,64,63,10.21197608,56.16101782,9/8/2014 1:35
163,190,102,67,58,10.21197608,56.16101782,9/8/2014 1:40
166,189,97,67,58,10.21197608,56.16101782,9/8/2014 1:45
171,191,92,70,55,10.21197608,56.16101782,9/8/2014 1:50
168,192,93,72,57,10.21197608,56.16101782,9/8/2014 1:55
168,189,93,70,60,10.21197608,56.16101782,9/8/2014 2:00
169,190,93,67,60,10.21197608,56.16101782,9/8/2014 2:05
173,186,97,69,59,10.21197608,56.16101782,9/8/2014 2:10
172,184,101,74,57,10.21197608,56.16101782,9/8/2014 2:15
167,183,97,75,57,10.21197608,56.16101782,9/8/2014 2:20
164,186,102,75,60,10.21197608,56.16101782,9/8/2014 2:25
160,190,97,75,59,10.21197608,56.16101782,9/8/2014 2:30
163,189,100,72,61,10.21197608,56.16101782,9/8/2014 2:35
161,188,96,74,63,10.21197608,56.16101782,9/8/2014 2:40
159,190,93,75,64,10.21197608,56.16101782,9/8/2014 2:45
162,185,90,75,66,10.21197608,56.16101782,9/8/2014 2:50
163,182,85,79,68,10.21197608,56.16101782,9/8/2014 2:55
163,186,84,79,68,10.21197608,56.16101782,9/8/2014 3:00
163,183,85,76,73,10.21197608,56.16101782,9/8/2014 3:05
168,182,85,75,71,10.21197608,56.16101782,9/8/2014 3:10
171,179,80,71,69,10.21197608,56.16101782,9/8/2014 3:15
176,184,84,68,70,10.21197608,56.16101782,9/8/2014 3:20
171,187,79,63,65,10.21197608,56.16101782,9/8/2014 3:25
174,189,80,66,70,10.21197608,56.16101782,9/8/2014 3:30
169,185,75,67,71,10.21197608,56.16101782,9/8/2014 3:35
171,185,75,62,69,10.21197608,56.16101782,9/8/2014 3:40
176,186,76,66,64,10.21197608,56.16101782,9/8/2014 3:45
175,182,79,64,60,10.21197608,56.16101782,9/8/2014 3:50
176,186,78,59,58,10.21197608,56.16101782,9/8/2014 3:55
171,181,82,59,56,10.21197608,56.16101782,9/8/2014 4:00
170,186,81,62,52,10.21197608,56.16101782,9/8/2014 4:05
172,181,85,65,50,10.21197608,56.16101782,9/8/2014 4:10
177,180,81,65,53,10.21197608,56.16101782,9/8/2014 4:15
178,180,85,60,48,10.21197608,56.16101782,9/8/2014 4:20
179,182,90,55,46,10.21197608,56.16101782,9/8/2014 4:25
182,184,86,53,41,10.21197608,56.16101782,9/8/2014 4:30
177,189,91,49,37,10.21197608,56.16101782,9/8/2014 4:35
172,188,86,48,32,10.21197608,56.16101782,9/8/2014 4:40
173,183,90,51,34,10.21197608,56.16101782,9/8/2014 4:45
175,184,93,55,37,10.21197608,56.16101782,9/8/2014 4:50
170,179,94,60,34,10.21197608,56.16101782,9/8/2014 4:55
171,179,89,64,38,10.21197608,56.16101782,9/8/2014 5:00
176,181,86,66,33,10.21197608,56.16101782,9/8/2014 5:05
171,177,90,65,31,10.21197608,56.16101782,9/8/2014 5:10
171,177,87,63,33,10.21197608,56.16101782,9/8/2014 5:15
172,174,92,58,31,10.21197608,56.16101782,9/8/2014 5:20
170,177,94,63,36,10.21197608,56.16101782,9/8/2014 5:25
170,173,95,65,38,10.21197608,56.16101782,9/8/2014 5:30
172,176,97,61,43,10.21197608,56.16101782,9/8/2014 5:35
170,174,92,64,38,10.21197608,56.16101782,9/8/2014 5:40
168,175,90,68,34,10.21197608,56.16101782,9/8/2014 5:45
163,171,91,73,36,10.21197608,56.16101782,9/8/2014 5:50
159,175,90,78,31,10.21197608,56.16101782,9/8/2014 5:55
156,177,85,75,35,10.21197608,56.16101782,9/8/2014 6:00
160,182,80,72,33,10.21197608,56.16101782,9/8/2014 6:05
162,178,80,69,37,10.21197608,56.16101782,9/8/2014 6:10
162,173,85,67,34,10.21197608,56.16101782,9/8/2014 6:15
160,178,81,67,38,10.21197608,56.16101782,9/8/2014 6:20
163,180,82,62,35,10.21197608,56.16101782,9/8/2014 6:25
165,185,85,59,38,10.21197608,56.16101782,9/8/2014 6:30
160,181,81,54,33,10.21197608,56.16101782,9/8/2014 6:35
158,176,81,49,32,10.21197608,56.16101782,9/8/2014 6:40
162,178,77,49,27,10.21197608,56.16101782,9/8/2014 6:45
163,173,82,52,22,10.21197608,56.16101782,9/8/2014 6:50
162,174,83,53,26,10.21197608,56.16101782,9/8/2014 6:55
167,174,82,49,22,10.21197608,56.16101782,9/8/2014 7:00
168,171,80,52,22,10.21197608,56.16101782,9/8/2014 7:05
166,173,77,53,20,10.21197608,56.16101782,9/8/2014 7:10
165,171,74,48,23,10.21197608,56.16101782,9/8/2014 7:15
163,173,71,49,26,10.21197608,56.16101782,9/8/2014 7:20
162,175,71,51,28,10.21197608,56.16101782,9/8/2014 7:25
166,177,73,54,27,10.21197608,56.16101782,9/8/2014 7:30
166,177,68,50,28,10.21197608,56.16101782,9/8/2014 7:35
171,177,67,47,25,10.21197608,56.16101782,9/8/2014 7:40
169,172,67,47,21,10.21197608,56.16101782,9/8/2014 7:45
167,173,69,44,17,10.21197608,56.16101782,9/8/2014 7:50
164,177,70,48,26,10.21197608,56.16101782,9/8/2014 7:55
169,182,70,50,26,10.21197608,56.16101782,9/8/2014 8:00
171,187,72,47,25,10.21197608,56.16101782,9/8/2014 8:05
172,186,76,46,24,10.21197608,56.16101782,9/8/2014 8:10
167,190,81,44,27,10.21197608,56.16101782,9/8/2014 8:15
168,193,79,47,28,10.21197608,56.16101782,9/8/2014 8:20
163,193,80,42,33,10.21197608,56.16101782,9/8/2014 8:25
158,192,84,40,38,10.21197608,56.16101782,9/8/2014 8:30
161,192,88,40,36,10.21197608,56.16101782,9/8/2014 8:35
161,194,91,42,38,10.21197608,56.16101782,9/8/2014 8:40
162,196,88,46,43,10.21197608,56.16101782,9/8/2014 8:45
162,199,88,49,43,10.21197608,56.16101782,9/8/2014 8:50
164,204,88,47,40,10.21197608,56.16101782,9/8/2014 8:55
163,205,86,42,45,10.21197608,56.16101782,9/8/2014 9:00
161,201,81,37,48,10.21197608,56.16101782,9/8/2014 9:05
162,199,80,42,50,10.21197608,56.16101782,9/8/2014 9:10
164,200,81,41,54,10.21197608,56.16101782,9/8/2014 9:15
159,199,79,43,49,10.21197608,56.16101782,9/8/2014 9:20
155,202,81,43,54,10.21197608,56.16101782,9/8/2014 9:25
160,199,82,40,54,10.21197608,56.16101782,9/8/2014 9:30
159,197,87,38,51,10.21197608,56.16101782,9/8/2014 9:35
158,194,86,42,47,10.21197608,56.16101782,9/8/2014 9:40
160,196,88,43,50,10.21197608,56.16101782,9/8/2014 9:45
158,191,88,41,55,10.21197608,56.16101782,9/8/2014 9:50
154,194,93,41,55,10.21197608,56.16101782,9/8/2014 9:55
151,198,90,44,59,10.21197608,56.16101782,9/8/2014 10:00
151,196,87,44,61,10.21197608,56.16101782,9/8/2014 10:05
147,191,91,42,60,10.21197608,56.16101782,9/8/2014 10:10
145,190,90,45,62,10.21197608,56.16101782,9/8/2014 10:15
146,188,92,44,58,10.21197608,56.16101782,9/8/2014 10:20
149,185,96,47,59,10.21197608,56.16101782,9/8/2014 10:25
154,180,91,44,55,10.21197608,56.16101782,9/8/2014 10:30
158,181,89,39,56,10.21197608,56.16101782,9/8/2014 10:35
156,180,89,35,53,10.21197608,56.16101782,9/8/2014 10:40
161,182,91,35,49,10.21197608,56.16101782,9/8/2014 10:45
164,186,93,37,54,10.21197608,56.16101782,9/8/2014 10:50
169,188,89,34,58,10.21197608,56.16101782,9/8/2014 10:55
174,190,88,34,59,10.21197608,56.16101782,9/8/2014 11:00
176,185,83,35,63,10.21197608,56.16101782,9/8/2014 11:05
176,184,82,33,67,10.21197608,56.16101782,9/8/2014 11:10
180,187,84,33,65,10.21197608,56.16101782,9/8/2014 11:15
184,190,88,36,68,10.21197608,56.16101782,9/8/2014 11:20
187,186,91,41,70,10.21197608,56.16101782,9/8/2014 11:25
185,187,95,39,66,10.21197608,56.16101782,9/8/2014 11:30
187,189,91,40,69,10.21197608,56.16101782,9/8/2014 11:35
184,191,94,45,69,10.21197608,56.16101782,9/8/2014 11:40
188,192,92,45,67,10.21197608,56.16101782,9/8/2014 11:45
193,191,90,47,71,10.21197608,56.16101782,9/8/2014 11:50
193,195,94,48,73,10.21197608,56.16101782,9/8/2014 11:55
188,190,94,52,74,10.21197608,56.16101782,9/8/2014 12:00
191,195,99,49,78,10.21197608,56.16101782,9/8/2014 12:05
195,191,103,47,81,10.21197608,56.16101782,9/8/2014 12:10
191,187,102,44,81,10.21197608,56.16101782,9/8/2014 12:15
187,182,103,41,86,10.21197608,56.16101782,9/8/2014 12:20
190,187,102,45,90,10.21197608,56.16101782,9/8/2014 12:25
186,188,105,41,90,10.21197608,56.16101782,9/8/2014 12:30
190,187,101,42,90,10.21197608,56.16101782,9/8/2014 12:35
185,191,102,42,91,10.21197608,56.16101782,9/8/2014 12:40
189,187,102,44,91,10.21197608,56.16101782,9/8/2014 12:45
190,190,107,46,95,10.21197608,56.16101782,9/8/2014 12:50
186,188,105,50,90,10.21197608,56.16101782,9/8/2014 12:55
185,186,109,47,94,10.21197608,56.16101782,9/8/2014 13:00
190,183,107,50,89,10.21197608,56.16101782,9/8/2014 13:05
192,184,108,50,94,10.21197608,56.16101782,9/8/2014 13:10
188,186,103,49,90,10.21197608,56.16101782,9/8/2014 13:15
185,183,99,45,86,10.21197608,56.16101782,9/8/2014 13:20
190,179,95,43,81,10.21197608,56.16101782,9/8/2014 13:25
189,177,93,46,80,10.21197608,56.16101782,9/8/2014 13:30
190,174,96,42,75,10.21197608,56.16101782,9/8/2014 13:35
187,177,92,44,78,10.21197608,56.16101782,9/8/2014 13:40
191,177,89,41,75,10.21197608,56.16101782,9/8/2014 13:45
190,181,86,43,80,10.21197608,56.16101782,9/8/2014 13:50
194,185,90,40,85,10.21197608,56.16101782,9/8/2014 13:55
189,181,86,44,80,10.21197608,56.16101782,9/8/2014 14:00
190,185,91,49,78,10.21197608,56.16101782,9/8/2014 14:05
194,187,94,54,79,10.21197608,56.16101782,9/8/2014 14:10
190,188,97,52,81,10.21197608,56.16101782,9/8/2014 14:15
192,189,102,53,86,10.21197608,56.16101782,9/8/2014 14:20
188,188,97,51,85,10.21197608,56.16101782,9/8/2014 14:25
